Boite_de_vitesses,Mode_de_transmission,Prix,Immatriculation
Mécanique 5 rapports,Propulsion,11750816,b6b702a8-a3a0-42ed-bdf1-94986dc80434
Automatique séquentielle 6 rapports,Traction,27200468,28f9f082-3f85-44fd-8f33-4b9efc3fccf3
Automatique 4 rapports,Traction,16387047,2dc7a115-bd20-4cbe-9283-77b3bff2b635
Automatique à variation continue 7 rapports,Traction,34651554,da6e0cad-09d5-4d01-bfc1-231f01757edd
Automatique séquentielle 8 rapports,Propulsion,57021502,8ff22ae4-20ac-416c-ae89-f08b06a7ed47
Mécanique 6 rapports,Traction,29083270,eaf7dfde-294f-4eaf-b015-17388541141b
Mécanique robotisée 6 rapports à double embrayage,Traction,16284227,50fbdbf0-1a1a-4253-9e1c-e2b44ddfa5b4
Variateur,,666992,f4d5ba07-782d-4307-a072-f4614e376ade
Mécanique 6 rapports,Traction,28466352,547432ab-064f-4209-89c1-6031f8fa83d6
Mécanique 6 rapports,Propulsion,34034636,f2fd0fce-b683-4f3e-94bf-e15901165f1b
Robotisée simple embrayage 6,Traction,13553498,1c3f2d80-36f6-4422-a19a-be8fcc270f6b
Mécanique 6 rapports,Traction,23691247,6317148f-9198-4408-9c6c-3bf3772c679f
Automatique 8 rapports,Transmission intégrale,47003264,e1fb59a0-ae0b-4b3d-a038-38a3842369bd
Mécanique 5 rapports,Traction,12084646,a20a5ce7-a91c-4674-98e1-b5f9a39172c6
Mécanique 6 rapports,Propulsion,31326607,407e6975-2388-41cc-83d3-673a202815da
Mécanique 6 rapports,Traction,24289471,04fefbfc-7a0e-4749-99c2-19ac328fd3df
Automatique 4 rapports,Traction,18727863,88fc74f9-926d-4814-bc4d-fb652e51ac8d
Automatique 9,Propulsion,39690384,378c4e61-7834-4451-b121-871cd99bc5ac
Automatique séquentielle 8 rapports,Transmission intégrale,41061090,9163dcde-efa9-4ee7-88b7-83406802e0cc
Mécanique 5 rapports,Traction,21441233,b39c8d8d-2797-4b0b-aa07-815ac0291b1a
Variateur,,4333113,586e78f7-1427-44ea-bea8-f39e3119c914
Automatique à variation continue 6 rapports,Propulsion,45334114,d0979d10-bf0b-472d-8997-53363c9cf190
Mécanique 6 rapports,Traction,18371333,6990c516-ce4b-471e-bdf7-98c6577bbdce
Mécanique 5 rapports,Traction,8512665,9d8668d1-b713-4351-914e-0810efe0c099
Automatique 6 rapports,Traction,27841422,56c9a063-83a7-4483-9d99-6dc5881d75ce
Mécanique 6 rapports,Traction,17692990,73221229-c13d-4498-b457-e179a01a8164
Mécanique 6 rapports,Propulsion,41144548,f3982b84-4828-4561-9121-0b1939aa6ada
Mécanique 5 rapports,Traction,8138775,923872fe-4de6-41eb-b448-70f3ed9c015f
Mécanique robotisée 7 rapports à double embrayage,Transmission intégrale,40193132,43923d68-78da-4ff1-9cdc-2ba7f7cff5c4
Mécanique 6 rapports,Traction,27165750,4e94d97f-3d4c-4857-a625-e36d2de18912
Automatique à variation continue,Traction,25533989,32e225b7-b597-45c8-9030-a1afcc743a54
Automatique 6 rapports,Propulsion,34384490,2c7875b8-998f-4e59-a281-a3d356ed417e
Mécanique 6 rapports,Transmission intégrale,39715087,11318bdb-a390-4e41-b2af-c79b8ba88b76
Automatique séquentielle 7 rapports,Propulsion,79451540,65f2b9a6-601e-43b0-bf02-6cd69c7731de
Automatique 8 rapports,Transmission intégrale,47203562,2d030f95-26b4-4005-9ad4-b450930bc29b
Mécanique 5 rapports,Traction,10005553,cba89c65-9580-4f36-948c-0fbe6a3a0761
Mécanique 5 rapports,Traction,16037193,76795b83-73c7-425c-b8dc-5fcbe679b415
Mécanique 6 rapports,Transmission intégrale,26746460,1c02f91d-121e-4581-a529-a938f64a5599
Automatique 8 rapports,Propulsion,33249468,53c996d9-76d0-4fea-9049-f4f7d95093cb
Mécanique 6 rapports,Traction,33506517,d005f01b-549a-4ac4-86c6-c1be10730a09
Mécanique 6 rapports,Propulsion,28842912,a75053e6-1026-430f-8cab-f12fae3f3b4a
Manuelle 6,,7510507,00af2aad-f998-44e9-aa1a-072d7180a6be
Automatique à variation continue,Traction,21932631,57238ebd-3494-47f4-a96e-af8df9fc9b04
Mécanique 6 rapports,Traction,19228608,fbfd5bdf-d3f9-4598-98ae-c7eb6aee06d8
Automatique séquentielle 8 rapports,Transmission intégrale,53546332,6ad52fb1-9590-443c-9815-127a7d26dcd3
Mécanique 6 rapports,Transmission intégrale,26205655,d3803dd5-045f-4c3a-837f-7254f3c007fa
Mécanique 6 rapports,Traction,25471229,26a37de1-b8a6-4341-af58-088491f347fe
Rob double embray 7,Traction,31400050,432ea13f-6ffe-4c2f-ba7a-5a87468334be
Mécanique 6 rapports,Transmission intégrale permanente,27607741,c9e8513a-6d04-4537-84aa-4dfcb2db3553
Mécanique 6 rapports,Transmission intégrale,10976330,c9370394-1a93-486c-8a7f-042d5df9a934
Mécanique 6 rapports,Transmission intégrale permanente,36006904,043da47f-4bf1-4281-aed5-3d21d348d732
Variateur,,1195111,35ba969a-792e-484a-bf41-8545b00e9249
Mécanique 6 rapports,Traction,19495672,7ba61b4f-793f-4638-be3a-778fd35d5310
Manuelle 6,,16684823,e91614aa-cf4d-462f-8aea-f1754ffe0e0d
Mécanique 6 rapports,Traction,15356180,f1835722-5b90-4908-a25e-f6c09b885879
Mécanique 6 rapports,Propulsion,33610004,836c01fc-32f9-46fc-abd2-b7f12e919028
Manuelle,,8678912,8626b087-867a-4840-944c-260ab68ce027
Automatique 8 rapports,Transmission intégrale,45644576,413ecabf-95b0-41f3-88a7-c9f9f12cf994
Automatique séquentielle 5 rapports,Propulsion,11183305,e4035c7a-53db-44b9-810c-bba0253dad7b
Mécanique 5 rapports,Traction,15075763,fc61d186-bd7f-45a4-89b4-c89c7a8be879
Manuelle,,12148074,5a1dcd96-cd7e-4bed-9b38-870abe1acb68
Mécanique 6 rapports,Traction,27627771,68d10fea-bbed-4bf0-a324-aef81aa14a48
Mécanique 5 rapports,Traction,12819072,ebb9cb74-6636-4e46-bb06-052106ab0451
Mécanique 5 rapports,Traction,15556478,613b3c4d-8739-4554-ae4a-851d132a23d8
Mécanique 5 rapports,Traction,14621754,fc556e7b-2838-488b-b2ae-b8557ccb1a41
Auto séquent. 9,Transmission intégrale,43130836,c23588b1-b2fc-4e15-ad29-7729e7ea00b2
Mécanique robotisée 6 rapports à double embrayage,Traction,23494955,e9a9b33b-6363-4555-a23c-8ac733733df8
Automatique 5 rapports,Transmission intégrale,44799986,20d6b17a-e872-48d9-8405-55374b9417be
Mécanique robotisée 7 rapports à double embrayage,Transmission Intégrale,44272535,01c0edbf-031d-4caf-8a89-973a837b867e
Mécanique 6 rapports,Traction,20830992,3dfbe31c-8230-4e4b-92cf-fc607b10f86a
Manuelle 6,,6442919,27ca7dc6-13d6-409c-bc0b-2f27afeb880a
Mécanique 5 rapports,Traction,16718206,e2a6dbda-19eb-4ddd-ba2f-845231544f0c
Mécanique 6 rapports,Traction,17659607,7fdd510f-1499-40b7-bdfa-d4f671bae6fb
Mécanique 5 rapports,Traction,8205541,e04c2c1e-1de4-472d-97fd-41e5bb3c1591
Mécanique 5 rapports,Traction,24336207,43c2c700-58fe-4e50-8f3c-65b0f477707f
Automatique 6 rapports,Transmission intégrale enclenchable,22737829,6e296a94-981f-4f0c-bcf0-60901dbcb5e2
Mécanique 6 rapports,Propulsion,32832848,2f6b801b-ed4a-495c-9cb3-5b1d66a6fb37
Mécanique 6 rapports,Traction,17292394,7ca250f9-fbd5-425b-8847-881b3fe862fc
Automatique 8 rapports,Traction,22433376,e110c43b-a0d1-414f-a5b7-d2471dc5eb77
Mécanique 6 rapports,Traction,16257521,df425941-98b2-47ac-bb94-915186da682f
Manuelle,,1067588,5c0e4779-d7ec-458c-905b-b73da8bd6637
Mécanique 5 rapports,Traction,12752306,0b10c193-ee63-40ac-8fba-f41b84d46200
Mécanique robotisée 6 rapports à double embrayage,Traction,24569888,c492991c-0268-4c11-bcb0-90f8519b098d
Automatique séquentielle 6 rapports,Transmission intégrale,27140379,d60b7696-f2b0-45b6-b596-0017176e3ac2
Automatique 6 rapports,Propulsion,27561005,a26e92f0-194d-4789-8ac0-ebf727ec8131
Mécanique robotisée 7 rapports à double embrayage,Traction,38897872,94169c57-bf39-4a24-a2a0-4ff3fd469023
Mécanique 6 rapports,Propulsion,32973057,ba5b14e8-7d1d-4425-a2f1-f8c3f385b6b1
Manuelle 6,,4005292,635fc0b3-e9ab-48f8-ae12-dc7748f8958a
Mécanique 5 rapports,Traction,20897758,0c478b10-4962-45e7-80ff-ba4afd52a5ad
Mécanique 6 rapports,Propulsion,23167802,ea366556-7f29-4e9a-893a-fc69e80e65fb
Mécanique 5 rapports,Traction,11517135,f335a54a-9783-447b-b2c1-381bf297bf9e
Automatique à variation continue,Traction,19261991,0139e707-2bd6-4287-b872-1253a87b7619
Mécanique 6 rapports,Propulsion,29176742,31183d32-235d-4c9f-8174-f6385a7d6490
Mécanique 5 rapports,Traction,7945154,3ef1e02e-8a34-4bbd-8e83-3ab49e952753
Mécanique 5 rapports,Traction,29415764,c7a362f4-e8b3-4781-b9a6-0f3cf8e7246b
Automatique séquentielle 6 rapports,Traction,25971974,69d54807-6cc1-438c-be42-ab641a337a3e
Auto séquent. 9,Transmission intégrale,45856892,4d774cfe-1708-4d2c-b1b3-e5350e6a7ee6
Manuelle,,12568700,767233ef-5604-4115-913c-b2fc6bf4f295
Automatique 8 rapports,Traction,35486129,b8080010-70b4-468d-ac07-282e02b9ebc1
Mécanique 6 rapports,Traction,21966014,e59fbfb8-dd65-4bb7-bb80-cfae1df87e16
Mécanique 5 rapports,Traction,15690010,bc4f227c-4011-442e-ade4-d94c6c88019f
Automatique séquentielle 8 rapports,Traction,30745743,a8cb89c8-8e16-4612-b42f-4b1a2f9d41cc
Automatique à variation continue,Traction,10715943,54299d9b-0bd0-4380-a001-a8a04e0ec3d1
Automatique 8 rapports,Traction,26686370,acd0d827-64a0-4659-bbd0-0918556a4fdc
Mécanique 6 rapports,Traction,28395580,20a8f2b3-e4d7-4004-a458-9430fa5fd2ba
Automatique 5 rapports,Propulsion,25848457,83c98c19-1b2f-4afd-9fa3-2b8688d11722
Automatique 4 rapports,Traction,16057223,0c72f8ff-5e79-48b5-b476-eb6ce0a4a79a
Mécanique 6 rapports,Propulsion,28108486,7d2e1668-44ce-4bbb-a201-25efd4a45b38
Automatique 5 rapports,Transmission intégrale,42463176,3c8f5aa6-7ee2-420f-aa70-4b745a5c961d
Mécanique 6 rapports,Propulsion,41161239,0b986a2e-889f-4981-be28-a4d85fe0ec0d
Automatique 4 rapports,Traction,15389563,3a77c4ad-0ef7-44da-a0ec-875d86e1a13b
Automatique séquentielle 8 rapports,Propulsion,67593898,52ef7f25-3219-4369-be1a-5ccaff955355
Mécanique 5 rapports,Traction,12819072,1e2f393c-46db-4209-9b7f-2bb184e27b86
Mécanique 6 rapports,Propulsion,23968994,9c2b8369-b950-4c6d-a9b4-980a9d3a09d1
Manuelle,,3663450,89b01a3f-b15f-4e5e-b50c-ffe930b1e130
Manuelle 6,,10969654,1672f6f4-7afa-4fc2-84df-14fd6dfa039a
Manuelle 6,,7677422,75aaa5a2-be28-4d71-ae75-e4b3d27510df
Mécanique 6 rapports,Traction,26231026,74da2fa2-74fb-4102-9ce1-5948798cde43
Manuelle,,4399879,6a1b0c00-d908-4416-a3a3-eab8fb16b8a3
Mécanique 5 rapports,Propulsion,19803463,4084d466-3936-43d4-aba3-b830f13b0530
Manuelle 6,,3270866,788bcac0-f104-4fc4-8376-7815d301f61a
Automatique 4 rapports,Traction,16987941,ab30f667-6225-477e-aeb2-a6a0762dda68
Mécanique 6 rapports,Traction,28330149,c41c2567-6b0b-43e3-8f00-692bc87aea3d
Automatique séquentielle 6 rapports,Transmission intégrale permanente,32181212,fab91ed9-75ef-4a7f-8bd6-c87d11ba5833
Mécanique 5 rapports,Traction,20190038,2292a112-5830-47be-829c-967d0d5201c4
Mécanique 6 rapports,Traction,15115822,f7dcdaee-d57d-4ebe-87e2-52cec327c79e
Manuelle 6,,8345082,7fd21314-d297-4a33-9ed1-00500f3bb119
Mécanique 5 rapports,Traction,13546821,d04a237e-7ba0-4411-8a55-884271db2256
Mécanique robotisée 6 rapports à double embrayage,Traction,22359933,d8f491ad-65ff-4b51-8d9f-bc18a979db9d
Automatique 8 rapports,Propulsion,22681746,f6ccbaaf-9db8-4503-99f1-312061bc5be0
Mécanique 6 rapports,Traction,13880651,49c7f5c2-62dd-4985-a1ba-5a50fa1fbf55
Mécanique robotisée 6 rapports à double embrayage,Traction,18394033,c0fcf88f-e7e1-4b2d-99d1-cf9ea86b254a
Mécanique 5 rapports,Traction,7411026,698c421c-d6b6-4fbc-b8f3-995dc5349faa
Mécanique 6 rapports,Transmission intégrale permanente,29877785,5dda8a41-3238-4475-a12c-54fa105de8f1
Automatique 8 rapports,Propulsion,38630808,0d9224de-5de7-4d48-9e8d-6cb3270016ac
Mécanique 5 rapports,Traction,10749326,b9b45aca-5171-4442-a231-150ab4ae0a93
Automatique 8 rapports,Propulsion,32147829,d6947510-58e1-479c-ad81-04b1a2fd0797
Automatique séquentielle 5 rapports,Traction,33216085,a58ee1fc-d314-4d69-9a8a-f812ac348b0f
Mécanique 5 rapports,Traction,7304200,213c2634-1810-4e76-b932-038b2fa79453
Mécanique 6 rapports,Traction,29860426,69c83c87-46de-4b82-81c9-4985c949d3e6
Mécanique 6 rapports,Traction,10682560,b827aac4-7635-4b4d-8db6-189e0c662d11
Mécanique 6 rapports,Traction,24588582,a791a93e-1c21-4fe4-a10b-0d0b1ca4482d
Mécanique robotisée 7 rapports à double embrayage,Transmission intégrale,27674507,346c00fd-aca2-4e6e-bc47-01f50eef022a
Automatique 4 rapports,Traction,14888818,41e97849-4ea7-44a9-8576-2eba2d8ab8c2
Robotisée simple embrayage 5,Traction,7411026,cfd22b29-c789-4869-bb62-a50f05dc6630
Mécanique 5 rapports,Traction,17663613,597c9054-05d7-4011-aa44-8667168b57a7
Automatique séquentielle 7 rapports,Transmission intégrale,42529942,e51cd14f-7be7-486f-8992-723a339848ae
Mécanique robotisée 7 rapports à double embrayage,Traction,19896268,17a124bd-d845-44b2-bfb3-4c8af01a20e9
Mécanique 5 rapports,Traction,11343543,855e1db0-aa9d-4d6e-8b57-3e47b8d0a66c
Automatique 9,Transmission intégrale,42029197,0e175367-2961-40e8-8dec-83449b711c42
Mécanique 5 rapports,,15369533,99afc5c7-a4b9-440e-a324-961be5073262
Mécanique 5 rapports,Traction,13152902,c51ccbde-bcb6-4989-881b-354369040d9c
Mécanique 6 rapports,Propulsion,26247050,2e6ef616-b82c-47ec-8ca8-35995524db87
Automatique séquentielle 7 rapports,Propulsion,40901519,e3d1598a-584b-4aba-ba93-3436be74e2d6
Manuelle,,2129835,855985d4-8819-40f9-8261-18be24d09671
Robotisée simple embrayage 5,Traction,12552008,d8bc3173-aa52-4314-845d-eba7c086873f
Manuelle 6,,18888101,a39004c0-0393-4549-a9bc-a077acc2614d
Automatique,Traction,2330133,d80ed7ed-7df9-4e5a-bf66-dcc4e6926044
Mécanique robotisée 7 rapports à double embrayage,Transmission Intégrale,35419363,5390f42f-27e4-499a-8097-da97933c27f3
Automatique 8 rapports,Traction,28575848,6790f3a7-52b8-4e60-8f15-33241d88093d
Automatique 6 rapports,Transmission intégrale,36153789,32e3b103-b27b-4c29-ac1c-47bf4e69d40f
Mécanique 6 rapports,Traction,19562438,03ec3886-697e-4487-8016-9072049cc00f
Mécanique 5 rapports,Transmission Intégrale débrayable,9407329,7c13b298-91ba-4218-8e4c-5653b890f719
Mécanique 5 rapports,Traction,12391770,7f617b7a-5bdd-4ee3-8ec9-6dd5469de561
Mécanique 6 rapports,Traction,19295374,e67cc0c8-be52-494e-87e3-6696f42db3c5
Automatique 6 rapports,Propulsion,61791933,124d8ff0-3a24-487b-b58a-50e47b3eea0b
Mécanique 6 rapports,Traction,23138425,1541d981-7b0f-4a28-9246-5f59ef4d292b
Automatique 6 rapports,Transmission intégrale,19762736,31ec9033-fb54-4e0d-bbe3-0e4c1ec366da
Mécanique 5 rapports,Traction,13086136,3cfabad2-c182-4fb5-9e19-744df6282df8
Mécanique 5 rapports,Traction,9360593,b84dd186-1cba-4b38-9c9d-45febb42ef08
Automatique 6 rapports,Traction,30678977,517fe4e7-8145-4bcd-a5b5-753414c1453f
Rob double embray 7,Traction,24147927,15d0aa32-898c-47cc-b41f-a411c123847c
Automatique séquentielle 7 rapports,Propulsion,45434263,431d35f6-bdde-48f9-972c-5707cdd2b2cf
Mécanique 5 rapports,Propulsion,7611324,6bd10358-3223-4a54-b475-bde054094b55
Mécanique 6 rapports,Traction,27427473,2a191967-ed2a-402a-84ac-8589c2306848
Mécanique 5 rapports,Traction,12264914,b4b40e85-081b-4333-93f6-c967cc839917
Automatique 6 rapports,Propulsion,30378530,ee7adad3-17b0-4006-aa88-87571a1e3ee0
Mécanique 6 rapports,Traction,21739010,14e295b7-41e5-4dd1-bba1-eab2b05f0ac2
Mécanique 6 rapports,Traction,22000732,ea68c21f-3da2-4dfe-8f9b-077f342e8352
Mécanique 6 rapports,Traction,15690010,2250335f-a450-4594-99b0-a5b9d4ced2c7
Mécanique 5 rapports,Traction,13480055,099be1ae-cffb-4d50-899a-f724d5ed78c0
Automatique séquentielle 8 rapports,Propulsion,45200582,f47fccc5-da15-4ece-ac62-7cd2038b72d3
Mécanique 6 rapports,Traction,24035760,1a975709-0e30-441b-8f14-a0f4a77f05f5
Mécanique 6 rapports,Propulsion,33182702,fd9b15c1-936c-46b8-9bc3-96b00dc5208c
Robotisée simple embrayage 5,Traction,8432546,5685afd4-30ae-4c10-aea2-c91a18cd188f
Mécanique 6 rapports,Traction,13319817,3bb3a561-76fb-4426-856e-6bf6c5d70cb1
Automatique séquentielle 6 rapports,Traction,28275401,0692030c-1276-4aa7-92c4-80fdba01bca6
Mécanique 6 rapports,Traction,13653647,34b7514f-c6a6-403e-99a0-2f6fac995b3c
Mécanique 5 rapports,Traction,7734841,a7825d6b-c54e-4d7c-88fa-f169282d3477
Mécanique 6 rapports,Traction,24169292,7908c40b-fe4e-4a59-bb58-61bd87857075
Manuelle,,5140314,b1613aaf-2a9b-4e07-a7ed-f89d0fedb7d8
Automatique 8 rapports,Propulsion,41661984,c1cd4bb8-8be7-401f-a126-10e3c0e5cb1f
Mécanique 6 rapports,Propulsion,34210898,cd27afcc-5d61-448a-ae92-97f599684358
Mécanique 6 rapports,Traction,18794629,8e32d72e-c091-4793-a4b8-136ccdd339af
Automatique 4 rapports,Traction,11951114,c7575957-4790-4819-b797-e907ce48cab3
Mécanique 6 rapports,Propulsion,29944551,862077c6-3522-481a-9fd9-3b6a3738134e
Mécanique 6 rapports,Traction,20397013,05c9e417-6aa1-4752-9d24-291679e2cfca
Mécanique 5 rapports,Traction,18594331,fb155af9-c9be-44ed-ab8a-e50be174435c
Mécanique 6 rapports,Propulsion,35653044,4be5e57e-c835-433c-9154-682a6530d56e
Automatique séquentielle 7 rapports,Propulsion,32548425,9b42c78d-67bc-4b34-927c-7437d9c1d8f8
Automatique 8 rapports,Transmission intégrale,35018767,8f1bcef2-f5f1-46f8-a0ab-6f2d639414dc
Automatique 8 rapports,Propulsion,26138889,2689b0e5-859e-4928-8b8f-64eeabf8594a
Mécanique robotisée 7 rapports à double embrayage,Transmission intégrale,47283681,933a508c-d92f-48f4-b3b6-8625771688bd
Mécanique 6 rapports,Traction,19976387,e98181d4-382d-4529-a16b-2976d90ac870
Mécanique robotisée 7 rapports à double embrayage,Traction,31313254,aa0a5b51-6b3d-46a6-b290-24c2e72d4fdd
Automatique 8 rapports,Traction,26706400,66aa9306-161b-482b-96ea-1f01b500c8e8
Mécanique robotisée 7 rapports à double embrayage,Traction,23434866,17d9c1fe-e065-432a-8fe2-cb77433c4578
Mécanique robotisée 7 rapports à double embrayage,Traction,22399993,a3cf9af5-8065-41bb-8ee4-db10dc332e00
Mécanique 5 rapports,Traction,12658834,53776aed-9438-45c7-a5cb-d8699f8c394e
Mécanique 6 rapports,Traction,24923748,9db33958-b5b2-432d-82c6-61a170ef1928
Automatique 4 rapports,Traction,15695351,71a6c4ca-9bbd-4883-94f0-242df69983ac
Mécanique 5 rapports,Traction,12718923,48573fd0-7b12-4e02-8025-1836ed7a293d
Manuelle 6,,8078686,cb793079-6db2-4318-94d3-dbaeb6fbb2cc
Mécanique 6 rapports,Traction,15489712,48d597f3-9741-4719-ae9f-671d38f72569
Mécanique 5 rapports,Traction,13787179,b38fb8bd-6cb5-4164-b830-7dc0b6757fc4
Mécanique 6 rapports,Traction,23368100,b0ce5493-5575-41ca-a4bb-c664ae8c525f
Automatique 8 rapports,Transmission intégrale,43932028,dd9a117e-9b51-4d5a-b6ec-f953cd6e5fa4
Mécanique 6 rapports,Propulsion,22233078,e8ed0b8c-c2b3-4fed-9204-525ddb7fb603
Mécanique 6 rapports,Propulsion,28041720,ab1341bb-ed2a-4158-9e60-02bf5e630356
Mécanique 6 rapports,Traction,22566908,1a3731ce-bc72-4916-aead-3d0712657938
Automatique séquentielle 6 rapports,Traction,23508309,1d020a8c-4f83-4421-9872-ff881b404d6d
Automatique 6 rapports,Traction,31313254,19d19419-d784-46f3-a9b8-589530b40bf1
Manuelle,,2436291,1df8f37f-fb4e-45fe-9f06-c9ed0550b0de
Mécanique 6 rapports,Traction,15189265,dfbcc5a1-fb99-407e-a5d4-63e29cf3e863
Auto séquent. 9,Propulsion,58553782,2dcbef91-6b97-4449-be1c-6c2c6d177a6f
Mécanique robotisée 7 rapports à double embrayage,Traction,24122556,e74154c0-79ee-47ae-8eec-99776eceae6e
Automatique séquentielle 6 rapports,Traction,22700440,85f3a4a5-fa48-4506-bcad-0823e6535a51
Mécanique 6 rapports,Traction,11797552,1e6f73d3-0ca4-4376-96e5-34cdb790b0e0
Mécanique 5 rapports,Traction,7878388,58f7acc1-a479-4411-8ff9-d1d08c2d6c9f
Automatique 8 rapports,Transmission Intégrale,63160636,584869ce-c227-45f3-832e-45e468827622
Mécanique robotisée 7 rapports à double embrayage,Traction,23615134,da614627-c933-4e5c-ba90-70c232e3d412
Mécanique robotisée 7 rapports à double embrayage,Traction,30111466,e659824f-ec9e-40d2-92e2-773f04ed9e3f
Auto séquent. 9,Transmission intégrale,38223535,ca008a27-4ff7-4766-ab6b-f2150e612597
Mécanique 6 rapports,Traction,12351710,85aff82d-34e5-41db-9830-79fcc3d2e7f4
Manuelle 5,,7568594,077da2d7-0a14-4acb-9a0c-d253c655b910
Robotisée simple embrayage 5,Traction,10248581,b05e0a26-69d7-462e-8518-dda1d9163c40
Mécanique 5 rapports,Traction,12198148,160d17d4-2eaa-4f37-ab30-1fd115dec273
Manuelle,,3270866,99aacc59-8666-4b5c-9b64-60f0bb09f3b3
Automatique 8 rapports,Traction,39756482,798074b0-368d-4fb3-a924-7267649756d5
Automatique 8 rapports,Transmission intégrale,34584788,5766ad04-85de-4765-a5ca-c740e45372d4
Automatique 6 rapports,Propulsion,32328097,0987abe9-2fdb-4d06-8ea6-22c0878e6373
Mécanique 5 rapports,Traction,10281964,7f1fe471-e749-48fd-b858-56e1256a187a
Automatique 5 rapports,Propulsion,33385003,6ace09ec-4baa-41a8-82b0-f0e2fd314cb9
Mécanique robotisée 7 rapports à double embrayage,Traction,20096566,8626f286-a8f7-4538-8d5a-b23dbc0e11aa
Automatique à variation continue,Traction,18040173,e2b9eedd-a615-4e9a-948d-c58ba72f5699
Mécanique robotisée 7 rapports à double embrayage,Transmission intégrale,32381510,ac80ea35-2963-4169-a2cb-c40ef364ab7c
Automatique séquentielle 6 rapports,Traction,21198205,77384272-e8ec-4ac7-a7b0-6cb3447a4e8d
Automatique à variation continue 7 rapports,Transmission intégrale,27707890,aed21bcb-fb83-49b9-8b57-0dabe6505403
Mécanique robotisée 7 rapports à double embrayage,Transmission intégrale,38090003,ea5836d4-9b77-48d3-8389-903432c6ab43
Automatique 6 rapports,Transmission intégrale enclenchable,27207813,ef6655e2-71b1-40ff-b150-f7697e3d0c5a
Mécanique 6 rapports,Traction,34122767,eff1d747-9c6e-44c9-accf-e1951defb694
Mécanique 6 rapports,Propulsion,38500614,eadf9dfc-58e3-4a91-9916-d22e5fcf1a46
Automatique 6 rapports,Transmission Intégrale,74577622,b24cd13a-858d-4b89-b61e-26a3bc6415b7
Mécanique 6 rapports,Traction,25638144,3f2fdcc6-6055-462b-9e80-e1703ad9c908
Automatique séquentielle 6 rapports,Traction,26806549,98c2fa39-26d5-459b-9126-f382af26d804
Variateur,,1569001,ef2c7f25-f719-4f21-aa89-d9dc17ecbff8
Mécanique robotisée 7 rapports à double embrayage,Traction,23568398,5089e1d9-24ab-4488-8252-db8c4351e876
Auto séquent. 5,Traction,21560077,6def5626-9630-43aa-a693-1825b5d0d003
Mécanique 6 rapports,Traction,22785900,847bf131-5c76-4987-b467-031c085817ec
Mécanique robotisée 7 rapports à double embrayage,Transmission intégrale,39632298,44e2523e-9ab4-4fd1-b969-bf332745cbef
Automatique séquentielle 6 rapports,Transmission intégrale,67392933,435d1ea9-200a-46af-b07d-903f5d477d35
Mécanique 6 rapports,Traction,23595104,4442255d-f904-4b9a-8771-acf8969e394f
Mécanique 5 rapports,Traction,10742649,195a00ac-d03b-4a2a-a468-9b19303a6857
Mécanique 5 rapports,Traction,14809366,5d6a3e71-5016-4cf5-94a6-9498c5b55f48
Mécanique 6 rapports,Traction,25590072,43fdfa16-ac23-4ff3-95d1-2569ababe6ec
Mécanique 5 rapports,Traction,18961544,6eb1a084-8ae8-4834-a646-5ce31434be50
Automatique 6 rapports,Traction,23434866,a756819c-dc9e-4e28-aff3-2b330704791a
Mécanique 6 rapports,Traction,28362197,79bbf6e8-2081-48ba-a3c3-368645634e9f
Mécanique 6 rapports,Propulsion,40243874,34d196a5-0a4f-415e-9628-fac6b05a56de
Automatique 8 rapports,Transmission intégrale,29443806,c7b6978b-9994-4c5f-83ac-3c94c9ab0a4d
Mécanique 6 rapports,Traction,15356180,d3e3fb58-df71-4955-a92c-2ed9140da96f
Mécanique robotisée 7 rapports à double embrayage,Transmission intégrale,41067767,e9e82e4b-4bce-4813-997d-258e9575dde6
Mécanique 5 rapports,Traction,13346523,0a88caad-c821-4fba-9fb1-ce96d51ef9c4
Mécanique 6 rapports,Traction,22700440,5ca813d1-f509-4691-ab28-aa3b5bd861c7
Manuelle 6,,8345082,746f5ac5-a7ab-42a0-8a3b-7ab0dd4992cb
Mécanique robotisée 7 rapports à double embrayage,Traction,22787236,d9dd870e-aa96-4081-820d-6391301c459f
Mécanique 6 rapports,Transmission intégrale,25297637,f1188859-eb07-4036-8e92-4fc374129b4c
Manuelle,,4136154,9783b556-57d6-4833-baca-ae059a261b26
Mécanique 6 rapports,Transmission intégrale,29844402,c697f3eb-e56f-4cb5-a3b2-8ed74ac74082
Mécanique 5 rapports,Propulsion,18460799,2bb7862f-81fd-49a0-b56c-966b0361fcc7
Automatique 6 rapports,Traction,40680524,f3049316-78c1-4ac0-98dd-0a48b4058990
Mécanique 6 rapports,Traction,25471229,7c60f68a-4947-4211-9966-576246cd1f74
Mécanique 6 rapports,Traction,32982404,7425dbe6-4c61-4a1e-89c7-e0fb5d3d74b9
Mécanique 5 rapports,Transmission Intégrale débrayable,23968994,85c94183-c5dd-41d7-b9de-29cb86de8737
Mécanique 6 rapports,Traction,25998680,ab623c18-9a11-40a8-b5ad-b57eb7e591ca
Mécanique 6 rapports,Traction,20163332,c532e23f-3766-495b-a3e7-24020262b02f
Mécanique 6 rapports,Traction,21118086,b1e7fef8-3838-4769-8595-f8257406c45f
Automatique séquentielle 8 rapports,Transmission intégrale,64228892,57184e6d-ae68-40d6-8046-52576be24cbf
